FinalAudit,site,boxNumber,nestAttempt,Species,currentNestStatus,dateLastChecked,comments,firstEggLayDate,lastEggLayDate,lastEggLayDateCertainty1/0,eggWeight,numberEggsWeighed,weighDate,accidentalBreakage,finalClutchSize,IncubationConfirmed,incubationStartDate,checkHatchingDate,actualHatchDate,hatchCertainty1/0,numberEggsNotViable,faecalSample_Day-8,faecalSample_Day-15,BroodSize.D8,BroodSize.D15,expectedAdultTrappingDate,actualMaleTrappingDate,actualFemaleTrappingDate,trappingStatusTU/TN,numberTrapAttemptsM,maleID,maleColourRing,pitIDM,numberTrapAttemptsF,femaleID,femaleColourRing,pitIDF,expectedPullusRingingDate,actualPullusRingingDate,totalPullusRinged,numberPullusNotRinged,numberFledged,numberDeadPreRinged,preRingedDeadID,numberDeadPostRinged,postRingedDeadID,dateNestCleaned,site+boxNumber,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,
,DW,130,,,,#REF!,Very exposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DW130,,,N0,,,,,,N0,,,,,,,NC,,,,,,NC,,,,,NC,,,NC,,,,,,,,,,,,,,,,,,,,,N1+bat,,,,,,,,,,,,,,N1+BAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DW,138,1,GRETI,,#REF!,Removed old nest 15/4.,96,100,1,5.8,4,108,0,5,1,101,113,112,1,3,120,127,1,0,123,,123,,,,,,,PF91085,,0700EDDD35,126,,0,2,0,2,"A, B",,,158,DW138,,,N0,,,,,,N0,,,,,,,N0,,,,,,N1,,,,,NC,,,NC,,,,,,,,N1,,,,,,,,,,,,,N4,,,,,,,,,,,,,,EN5/EW5.8(4)/NP/WA,MWY,MWY,FP/GRETI/MWY,YN1/EN4/CONTROL,YN2/EN3/CONTROL,CONTROL/MWY,YN1+/FP/CONTROL,control,control,control,control,YN1/DY1/FP/EN2/FS,control,control,control,control+FS-female+VC1138,DY1+removed VC1138(SDI4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,1,1,GRETI,,#REF!,,65,69,0,7.4,4,77,0,4,1,70,82,83,1,0,91,98,4,4,94,,95,,,,,,,PF91050,,110176790,97,91,4,0,4,0,,,,157,IN1,NC,,,,,,NC,,,,,,,N2,,,,,,,,EN1(2.1(1)/NP/CO no lining- egg dump?,,,,EN4/NP/CO,EN4/TS/WA/FL/NDX,,,,,,,EN4/EW7.4(4)/WA/NP,gave MWs small pot,MWY,MWY,,EN4/FP/GRETI/MWY,,YN4 probiotic,probiotic,probiotic,probiotic,probiotic/MWY,probiotic,Probiotic,FS + Probiotic,probiotic + FS,probiotic,probiotic,probiotic+FS-Fe+VC1134,probiotic,probiotic+retrieved VC1134,probiotic+FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,2,,,,#REF!,,,,,3.9,3,65,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN2,N3,,,,,,N2,,,,,,,N5,,,,,,,,EN3/EW3.9(3)/NP/CO,,,,,EN2/EW3.8(2)/NP/CO,,,EN4/NP/CO,,,,,,,,,,,,,,,,,,,,,,EN4/EW5.2(4)/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,4,1,BLUTI,,#REF!,,55,,,3.7,3,57,1,,1,60,72,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,157,IN4,N3,,,,,,N3,,,,,,,EN3/EW3.7(3)/CO/NP/EB1,,,,,,,,EN5/WA/NP,,,,,,,EN5/NP/WA,,FP/BLUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,5,1,BLUTI,,#REF!,,57,,,4.4,4,72,,,1,76,88,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN5,NC,,,,,,N2,,,,,,,EN1/EW1.5/CO/NP,,,,,EN1/NP/CO,,,EN2/NP/CO very heavily lined eggs hard to find,,,,EN3?/HARD TO FIND EGGS,EN4/NP/CO,,EN6/NP/CO/EW4.4(4),FP/BLUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,6,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN6,N3,,,,,,N2,,,,,,,N2,,,,,,,,N3,,,,,N2,,,N3,,,,N3,,,,,,,,,,,,,,,,,,N3-COBWEBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,8,1,GRETI,,#REF!,,50,56,0,6.75,4,57,0,7,1,58,70,73,1,3,81,88,3,3,84,,85,,,,,,,S842652,WD0,110176213,87,83,3,1,3,1,D,,,157,IN8,N3,,,,,,EN1/EW1.9(1)/CO/NP,,,,,,,EN7/EW6.75(4)/CO/NP,,,,,FP/TS/ND/WA/GRETI,,,,,,,MW's given,No hatch. MWs not taken. FP,EN3+/Y0/FP/ND/GRETI,EN6/NP/WA,"EN4/Y2/FP/ND. 0.1G TRIS, 2ML WATER, 20 MWS",Y4/EN3/FP/FA MWs taken,YN4/EN3/FP/FA,YN4/EN3 gave control,YN4/EN3 control,YN3/EN3,YN3/EN3 control,control,MWY+FS,control,,control,control + VC1087,control,control + removed VC1087,control + FS,,,,,,,YN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,9,,,,#REF!,,,,,3.5,3,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN9,N0,,,,,,N0,,,,,,,N5,,,,,,,,EN2EB1/EW3.5(3)/NP/CO,,,,,EN2/NP/CO,,,EN2/NP/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,10,,,,#REF!,,56,,,7.1,4,62,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN10,NC,,,,,,N3,,,,,,,EN2/EW3.7(2)/CO/NP,,,,,EN5/EW7.1(4)/NP/CO,,,,,,,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/CO/NP,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO,EN5/NP/CO/MWX,,,,NP/CO,,,,NP/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,12,1,BLUTI,,#REF!,,,,,1.3,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,157,IN12,N0,,,,,,N0,,,,,,,NC,,,,,,,,NC,,,,,NC,,,N1,,,,EN1/EW1.3(1)/NP/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,14,,,,#REF!,"Tree fallen, inaccessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,15,1,GRETI,,#REF!,,56,,,7.3,4,62,,,1,63,75,,,4,,,,,,,,,,,,,,,GU7,,,,,,,,,,,157,IN15,NC,,,,,,N4,,,,,,,EN2/EW3.7(2)/CO/NP,,,,,EN4/EW7.3(4)/NP/CO,,,,,,,EN3?/FS/NDX,,,MWs not taken. Moved to face,,MWs not taken,FP/EN4+/YN0 MWs not taken,,EN4/FP/TS/MWX swapped to small pot,EN4/NP/CO/MWX,EN4/FL/GRETI/MWY,EN4/NP/CO,EN4/NP/CO,EN4/CO/MWX,,CO/NP removed pot,,,,,,,NP/Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,17,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN17,N5,,,,,,N5,,,,,,,N5,,,,,,,,N5,,,,N5,,,,N5,,,,N5,,,,,,,,,,,,,,,,,,N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,20,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN20,N0,,,,,,N0,,,,,,,N0,,,,,,,,N0,,,,,N0,,,N0,,,,N0,,,,,,,,,,,,,,,,,,N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,22,1,GRETI,,#REF!,,67,69,0,5.5,3,69,0,3,1,71,83,83,1,0,91,98,3,3,94,,96,,,,,,,PF91057,,110176258,97,91,3,0,3,0,,,,157,IN22,N4,,,,,,N5,,,,,,,N5,,,,,,,,N5,,,,EN3/EW5.5(3)/FP/FA,EN3/NP/CO,EN3/FA/WA/GRETI,EN3/FP/FA/WA/GRETI,EN3/FP/FA/WA/GRETI,,,,EN3/FP/FA,"gave MWs, small pot",MWX,MWX,MWX,MWX,,control,MWY control,MWY control,MWY/control,MWY/control,MWY/control,control,FS + control,control,control,control,control,control+FS-Fe+VC1162,control,control+FS+retrieved VC1162(SD-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,23,,,,#REF!,Faceplate replaced 13/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN23,N2,,,,,,N1,,,,,,,N1,,,,,,,,N2,,,,,N1,,,N1,,,,N2,,,,,,,,,,,,,,,,,,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,25,1,GRETI,,#REF!,Trapped Female prematurely by accident,69,70,0,3.9,2,70,0,2,1,73,85,86,1,0,94,101,2,2,97,,93,,,,,,,PF91044,,0700ED926,100,94,2,0,2,0,,,,157,IN25,N4,,,,,,N5,,,,,,,N5,,,,,,,,N5,,,,,EN2/EW3.9(2)/NP/CO,EN2/NP/CO,EN2/NP/CO,EN2/NP/WA,,,,,,,EN2/NP/WA gave MWs small pot,MWY,MWY,,MWY,MWY,YN2/FL,probiotic,PROBIOTIC/MWY,probiotic YN2/FL,probiotic,Probiotic,probiotic,"probiotic+FS female, trapped here by accident instead of KB25",Probiotic+FS +retrieved VC1102,probiotic,probiotic,probiotic+VC1134,probiotic,probiotic+retrieved VC1134(SD-I1),probiotic,"FS, but '45 fledged after taking sample and couldnt find",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,26,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN26,NC,,,,,,N2,,,,,,,N2,,,,,,,,N2,,,,,N3,,,N3,,,,N3,,,,,,,,,,,,,,,,,,N3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,29,,,,#REF!,"Confirm new nest, not just from 2020",,,,4.1,3,95,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,157,IN29,N3,,,,,,N4,,,,,,,N5,,,,,,,,N4,,,,,,,,N3,,,,N5,,,,,,,,,,,,,,,,,,EN3/EW4.1(3)/WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,35,1,BLUTI,,#REF!,,,,,4.6,4,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,IN35,N0,,,,,,NC,,,,,,,N2,,,,,,,,EN4/EW4.6(4)/NP/CO,,,,,EN8/NP/CO,EN9/FP/FL/BLUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,1,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB1,N0,,,,,,N0,,,,,,,N0,,,,,,,,N0,,,,,N0,,,,,,,N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,2,,,,#REF!,"Confirm new nest, not just from 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB2,N4,,,,,,N4,,,,,,,N3,,,,,,,,N2,,,,,N3,,,,,,,N4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,3,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB3,N0,,,,,,NC,,,,,,,NC,,,,,,,,NC,,,,,NC,,,,,,,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,4,1,GRETI,,#REF!,Threw out old egg and nest 13/4,54,57,0,7.3,4,57,0,6,1,60,72,76,1,0,84,91,6,0,87,,,,,,,,,,,,90,84,4,2,0,2,"F, D",,"TX52584, TX52585, TX52586, TX52587",157,KB4,N0,,,,,,N4,,,,,,,EN4/EW7.3(4)/NP/CO,,,,,EN6/FP/ND/SB6/LW,,,EN6/WA/NP,,,,,,MWS NOT TAKEN,EN6/FP/SB20+,EN6/FP/FA. MWs not taken,EN6-7/FP MWs not taken,EN6 MWs taken,YN5/EN1/FP/FA/PROBIOTIC,YN6/FP/FA,YN6 probiotic,,probiotic,probiotic,control,YN6 probiotic,probiotic,YN6 + probiotic,YN5/DY1=TX52586 PROBIOTIC,"DY5 UNR, UNR,TX52584,85,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,6,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB6,N0,,,,,,N0,,,,,,,N0,,,,,,,,N0,,,,,N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,7,,,,#REF!,"Mixed brood (5greti, 5bluti)",56,,,4.6,4,65,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB7,N0,,,,,,N2,,,,,,,EN2/EW2.4(2)/NP/CO,,,,,,,,EN5/4.6(4)/NP,,,,,"EN9 (4GRETI, 5BLUTI)/NP/CO",,,,,,,,EN5+5/GRETI/WA/FA mixed brood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,9,1,BLUTI,,#REF!,,,,,4.6,4,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB9,,,,,,,N3,,,,,,,N5,,,,,,,,EN6/EW4.6(4)/NP/CO,,,,,FP/BLUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,10,1,GRETI,,#REF!,Removed dead greti (S152821) incorporated into new nest. PROBIOTIC TREATMENT,51,57,0,,,,,5,1,57,69,70,1,0,78,85,5,1,81,,81,,,,,,,NZ05874,YT1,0110176A64,84,78,5,0,1,0,,4,TX52552; TX52553; TX52554; TX52555,157,KB10,N3,,,,,,N5,,,,,,,EN2+(?)/TS/NDX/greti,,,,,EN2+/TS/FP/NDX,,,,,,,"HC 0C, MW's given",EN1+/Y1+/FP. Didnt take MWs,Y6,Fed MWs by hand.,"MWs taken from pot on face. Gave 0.5g in 5ml, 40 MWs.",YN5 1 dead chick removed.,Probiotic,Probiotic,YN5 probiotic,YN5 F-Sampled 4/5,,probiotic,probiotic,probiotic,probiotic + FS,probiotic,YN1/DY4 + FS,,,,,FLEDGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,11,,,,#REF!,Verify new nest.,,,,6.3,4,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB11,N2,,,,,,N2,,,,,,,N5,,,,,,,,N5,,,,,N5,,,,,,,EN4/EW6.3(4)/NP/CO,,,,EN5/NP/CO,,,,EN5/NP/CO,,,,NP/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,12,1,GRETI,,#REF!,,56,60,,7.3,4,62,,5,1,63,75,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,157,KB12,NC,,,,,,N3,,,,,,,EN2/EW3.7(2)/CO/NP,,,,,EN5/7.3(4)/NP/CO,,,EN5/FP/SB10/NDX/WA/GRETI,,,,,EN5/NP/CO,MWs given,,MWs taken,,EN5 MWs not taken,EN5/NP/MWX,EN5/NP/CO/MWX,EN6/NP/CO/MWX,EN5/NP/CO/MWX,EN5/NP/CO,EN5/NP/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,13,,,,#REF!,"Removed dead greti (TW15321, T3-N)",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB13,NC,,,,,,N0,,,,,,,N0,,,,,,,,N0,,,,,N0,,,,,,,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,14,1,BLUTI,,#REF!,,57,,,1.1,1,57,,,1,63,75,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB14,N0,,,,,,N2,,,,,,,EN1/EW1.1(1)/CO/NP,,,,,,,,FP/BLUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,15,1,GRETI,,#REF!,,54,59,0,5.25,3,57,0,6,1,61,73,74,1,0,82,89,6,5,85,87,87,,,TW15318,RB4,,,TW15330,WM9,110176849,88,82,6,9,4,0,0,2,"TX52557, TX52558",157,KB15,N0,,,,,,N2,,,,,,,EN3/EW5.25(3)/NP/CO,,,,,EN6/FP/SB20/WA/GRETI,,,,,,,,,Mws given,,"EN4+/FP. No hatch, some MWs taken i think.","Y5 Probiotic, MWs taken",YN6,Probiotic,Probiotic,YN6 probiotic,MWY Probiotic,probiotic,probiotic,probiotic + FS,probiotic,probiotic,probiotic + VC1167,probiotic,probiotic/YN5/DY1=TX52557 + removed VC1167,probiotic,FS+probiotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,16,,,,#REF!,,,44,0,4.65,4,50,,8,1,44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB16,8E,,,,,,EN8/EW4.65(4)/WA/NP,,,,,,,EN8/WA,,,,,,,,8C,,,,,,No MWs taken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,17,,,,#REF!,Inaccessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KB17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,18,,,,#REF!,"Replaced fallen box 19/4, waypoint O71.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB18,,,,,,,N0,,,,,,,N0,,,,,,,,N0,,,,,N0,,,,,,,N0,,,,,,,,,,,,,,N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,19,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB19,N0,,,,,,N0,,,,,,,NC,,,,,,,,N3,,,,,N5,,,,,,,N3,,,,,,,,,,,,,,N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,20,1,GRETI,,#REF!,,57,60,0,6.8,4,62,0,4,1,63,75,77,1,0,85,92,4,4,88,,86,,,,,,,VZ80567,YM3,01105E17F1,91,85,4,0,4,0,,0,,157,KB20,N3,,,,,,N5,,,,,,,EN1/EW1.9(1)/CO/NP,,,,,EN4/6.8(4)/NP/CO,,,EN4/NP/WA,,,,,,MWs given,Some MWs taken maybe?,EN4?/FP/ND,,EN4 MWs taken,EN4/FP/GRETI,YN2/EN2/FP probiotic,YN4/FP,Probiotic,Probiotic,probiotic,,probiotic,YN4 probiotic,probiotic + FS,probiotic + female sampled,probiotic + Fe trapped,probiotic,,probiotic,,Probiotic + FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,22,1,GRETI,,#REF!,,58,63,0,,,,0,5,1,61,73,75,1,0,83,90,5,5,86,,87,,,,,,,TX52595,,0700EDF0A7,89,83,5,0,4,0,,1,TX52582,157,KB22,N0,,,,,,N3,,,,,,,N5,,,,,,,,EN2+/TS/NDX/GRETI,,,,,MWs given,MWs not taken,,EN4+/FP. MWs some taken.,EN5/FP MWs taken,YN1/EN4/FP,YN5/control,control,control,control,control,control + FS,,YN5 control + FS,Y5 control,control,control,,control,control+collected VC at 14:40,FS5/5+CONTROL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,23,,,,#REF!,,,,,2.5,2,65,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB23,N0,,,,,,N0,,,,,,,N4,,,,,,,,EN2/EW2.5(2)/NP/CO,,,,EN2/NP/CO,EN2/NP/CO,EN2/NP/CO,,,,EN2/NP/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KB,24,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,KB24,N0,,,,,,N0,,,,,,,NC,,,,,,,,N0,,,,,N0,,,,,,,N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
